config,de,dr,run,AoA,AoS,V,Re,rpsM2,J,CL,CD,CM25c,CYaw
de5dr0,5,0,25,0.004,0,39.7627479355467,458560.390678766,103.6,1.88883025717605,0.281275580558729,0.0118297731631686,-0.146200160129429,0.00595219929997075
de5dr0,5,0,26,-4,0,39.9645775785307,454061.547130084,103.6,1.89841767143326,-0.189208137524897,0.0133593347056922,0.00355029939248348,0.00645653774133536
de5dr0,5,0,27,7.996,0,40.0193374122037,454782.374785747,103.6,1.90101890087764,1.09231201382935,0.0569613622325913,-0.470247969191881,0.000110844963088993
de5dr0,5,0,28,7.996,0,20.0121344002448,228091.772430064,51.8,1.9012531541898,1.07778804423688,0.0774901571147839,-0.469828751581297,0.00112517637993631
de5dr0,5,0,29,0.004,0,20.0110751392613,228203.419999191,51.8,1.90115251908283,0.266143210360838,0.0313502206722932,-0.150015692227509,0.0094234481829232
de5dr0,5,0,30,-4,0,20.0391410241984,228540.04056939,51.8,1.90381891893777,-0.186523278569787,0.032678700900428,-0.00952601910938008,0.00663885970783628
de5dr0,5,0,31,-4,0,19.7148181641255,231475.489343458,44.7,2.17050879046282,-0.183594721777941,0.0575378572688331,-0.00744681644048687,0.00348415806421568
de5dr0,5,0,32,-0.004,0,19.9667215487015,227797.246588498,44.7,2.19824216877846,0.265354755668091,0.0542284599451349,-0.135744402863161,0.00899649455156689
de5dr0,5,0,33,8,0,19.9556400023968,227765.317976006,44.7,2.19702214263031,1.07035837645499,0.10200604018269,-0.453478177393316,0.00319962297883367
de5dr0,5,0,34,8,0,20.0361977811257,228813.49842578,61.5,1.60330626889489,1.09772994990634,0.0315650353469688,-0.505834796831633,-0.000170160320435992
de5dr0,5,0,35,-3.996,0,19.9909263684401,228391.307270255,61.5,1.5996836284841,-0.189672679257018,-0.0163264537420605,-0.0123733398527132,0.0103534157358233
de5dr0,5,0,36,-0.004,0,19.9730966808568,228175.611989005,61.5,1.59825688823193,0.272194920096049,-0.0212275783414783,-0.161158799541437,0.0122159057535397
dem5dr0,-5,0,37,-0.004,0,19.9796237299816,228250.023194353,61.51,1.59851926403856,0.182284128110556,-0.0225040285596644,0.112005075204996,0.0146386129632491
dem5dr0,-5,0,38,-3.996,0,19.9835768750538,228366.591451916,61.5,1.59909551845703,-0.283240252492699,-0.0128024442602843,0.277662721248049,0.0121435863960995
