config,de,dr,run,AoA,AoS,V,Re,rpsM2,J,CL,CD,CM25c,CYaw,CMroll,CMyaw,matchSourceRow,matchSameVnom,dAoA_match,dAoS_match,dV_match,matchScore,AoA_on,AoS_on,V_on,Re_on,rpsM2_on,J_on
de5dr0,5,0,21,-5.002,0,39.9886242244476,NaN,NaN,NaN,-0.290661227357109,0.0588072145927355,0.00683061512888461,0.00901685666926479,-0.00576971544928157,-0.00187640597532178,227,1,-1.006,0,0.0231281482272934,1.0088439438881,-3.996,0,39.9654960762203,454814.622006505,123,1.59902919452261
de5dr0,5,0,22,-5.002,0,39.9886242244476,NaN,NaN,NaN,-0.290661227357109,0.0588072145927355,0.00683061512888461,0.00901685666926479,-0.00576971544928157,-0.00187640597532178,227,1,-1.006,0,-0.0469274933856525,1.0088439438881,-3.996,0,40.0355517178333,455284.512822311,89.5,2.20140059153176
de5dr0,5,0,23,8,0,39.9858683972304,NaN,NaN,NaN,1.06332902228268,0.0989249414615149,-0.466046338776036,0.00629946031483466,-0.00257224019868977,-0.00235692858551647,233,1,0.00399999999999956,0,-0.0591470218282737,0.0075329006924072,7.996,0,40.0450154190586,455477.365431238,89.51,2.20167496676232
de5dr0,5,0,24,0.005,0,39.9997956734397,NaN,NaN,NaN,0.284077360047174,0.0549211994307968,-0.174336630759065,0.00917999069835411,-0.00460164848166286,-0.00274803305262481,240,1,0.001,0,0.0442739561795804,0.00105108164008583,0.004,0,39.9555217172601,454383.483103226,89.51,2.19675460299492
de5dr0,5,0,25,0.005,0,39.9997956734397,NaN,NaN,NaN,0.284077360047174,0.0549211994307968,-0.174336630759065,0.00917999069835411,-0.00460164848166286,-0.00274803305262481,240,1,0.001,0,0.237047737892922,0.00105108164008583,0.004,0,39.7627479355467,458560.390678766,103.6,1.88883025717605
de5dr0,5,0,26,-5.002,0,39.9886242244476,NaN,NaN,NaN,-0.290661227357109,0.0588072145927355,0.00683061512888461,0.00901685666926479,-0.00576971544928157,-0.00187640597532178,227,1,-1.002,0,0.0240466459168758,1.0048439438881,-4,0,39.9645775785307,454061.547130084,103.6,1.89841767143326
de5dr0,5,0,27,8,0,39.9858683972304,NaN,NaN,NaN,1.06332902228268,0.0989249414615149,-0.466046338776036,0.00629946031483466,-0.00257224019868977,-0.00235692858551647,233,1,0.00399999999999956,0,-0.0334690149733063,0.0075329006924072,7.996,0,40.0193374122037,454782.374785747,103.6,1.90101890087764
de5dr0,5,0,28,8,0,19.9910565255343,NaN,NaN,NaN,1.05965180378345,0.106153483483236,-0.460466323852406,0.00707022635954656,-0.00271213322396465,-0.00234645424244344,249,1,0.00399999999999956,0,-0.0210778747104818,0.00623586861641989,7.996,0,20.0121344002448,228091.772430064,51.8,1.9012531541898
de5dr0,5,0,29,0.005,0,19.9963062190184,NaN,NaN,NaN,0.277128940145475,0.0615313938907162,-0.192525189297146,0.00975096210400583,-0.00520444218721993,-0.00233704723025558,256,1,0.001,0,-0.0147689202428971,0.00192344524540167,0.004,0,20.0110751392613,228203.419999191,51.8,1.90115251908283
de5dr0,5,0,30,-5.002,0,20.0015819223359,NaN,NaN,NaN,-0.277762708115198,0.0646941915338937,-0.0246674521060628,0.0166570537107646,-0.00964745249123861,-0.00107373777826459,243,1,-1.002,0,-0.0375591018625663,1.00239548058397,-4,0,20.0391410241984,228540.04056939,51.8,1.90381891893777
de5dr0,5,0,31,-5.002,0,20.0015819223359,NaN,NaN,NaN,-0.277762708115198,0.0646941915338937,-0.0246674521060628,0.0166570537107646,-0.00964745249123861,-0.00107373777826459,243,1,-1.002,0,0.286763758210419,1.00239548058397,-4,0,19.7148181641255,231475.489343458,44.7,2.17050879046282
de5dr0,5,0,32,-0.006,0,19.9982012133107,NaN,NaN,NaN,0.276295167923296,0.0607175445519793,-0.196189876977807,0.0186065194212961,-0.00848236239896612,-0.00209973124992043,244,1,-0.002,0,0.0314796646092113,0.00244969667231864,-0.004,0,19.9667215487015,227797.246588498,44.7,2.19824216877846
de5dr0,5,0,33,8,0,19.9910565255343,NaN,NaN,NaN,1.05965180378345,0.106153483483236,-0.460466323852406,0.00707022635954656,-0.00271213322396465,-0.00234645424244344,249,1,0,0,0.0354165231375312,0.00223586861642033,8,0,19.9556400023968,227765.317976006,44.7,2.19702214263031
de5dr0,5,0,34,8,0,19.9910565255343,NaN,NaN,NaN,1.05965180378345,0.106153483483236,-0.460466323852406,0.00707022635954656,-0.00271213322396465,-0.00234645424244344,249,1,0,0,-0.0451412555913713,0.00223586861642033,8,0,20.0361977811257,228813.49842578,61.5,1.60330626889489
de5dr0,5,0,35,-5.002,0,20.0015819223359,NaN,NaN,NaN,-0.277762708115198,0.0646941915338937,-0.0246674521060628,0.0166570537107646,-0.00964745249123861,-0.00107373777826459,243,1,-1.006,0,0.0106555538957522,1.00639548058397,-3.996,0,19.9909263684401,228391.307270255,61.5,1.5996836284841
de5dr0,5,0,36,-0.006,0,19.9982012133107,NaN,NaN,NaN,0.276295167923296,0.0607175445519793,-0.196189876977807,0.0186065194212961,-0.00848236239896612,-0.00209973124992043,244,1,-0.002,0,0.0251045324539341,0.00244969667231864,-0.004,0,19.9730966808568,228175.611989005,61.5,1.59825688823193
